Species,Species.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,First.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Quercus palustris,Quercus palustris,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,271,2,wfo-0000292323,urn:lsid:ipni.org:names:359933-1,174242,Quercus palustris,species,wfo-1000040900,Münchh.,Fagaceae,,,NA,Quercus,Quercus,palustris,,species,Valid,Hausvater 5: 253 (1770),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Hausvater 5: 253 1770  to Hausvater 5: 253 (1770), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-174242 >The",http://www.theplantlist.org/tpl1.1/record/kew-174242,The Fagaceae TEN,A,kew-174242,,FALSE,,,
Bouteloua trifida,Bouteloua trifida,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,272,1,wfo-0000854019,urn:lsid:ipni.org:names:35652-2,399541,Bouteloua trifida,species,wfo-4000005139,Thurb. ex S.Watson,Poaceae,,,NA,Bouteloua,,trifida,,species,Valid,Proc. Amer. Acad. Arts 18: 177 (1883),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Proc. Amer. Acad. Arts 18: 177 1883  to Proc. Amer. Acad. Arts 18: 177 (1883), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35652-2,The Poaceae TEN,A,kew-399541,,FALSE,,,
Casuarina equisetifolia,Casuarina equisetifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,273,1,wfo-0000590663,urn:lsid:ipni.org:names:159856-1,382558,Casuarina equisetifolia,species,wfo-4000006952,L.,Casuarinaceae,,,NA,Casuarina,,equisetifolia,,species,Valid,Amoen. Acad. 4: 143 (1759),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Amoen. Acad. 4: 143 1759  to Amoen. Acad. 4: 143 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-27054",http://www.theplantlist.org/tpl1.1/record/kew-2705446,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2705446,,FALSE,,,
Astragalus nothoxys,Astragalus nothoxys,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,274,1,wfo-0000170018,urn:lsid:ipni.org:names:25326-2,16314,Astragalus nothoxys,species,wfo-4000003460,A.Gray,Fabaceae,,,NA,Astragalus,,nothoxys,,species,Valid,Proc. Amer. Acad. Arts6: 232 (1864),Accepted,,,NA,Source in seed data: ildis More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-16314 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-16314 >The Plant List v.1.0</a>,https://www.legumedata.org/taxonomy/taxon/661478,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-16314,,FALSE,,,
Muhlenbergia porteri,Muhlenbergia porteri,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,275,1,wfo-0000880880,urn:lsid:ipni.org:names:409113-1,425206,Muhlenbergia porteri,species,wfo-4000024954,Scribn.,Poaceae,,,NA,Muhlenbergia,,porteri,,species,Valid,Grasses N. Amer. [Beal] ii. 259 (1896).,Accepted,,,NA,"Source in seed data: wcs Updated scientificnameAuthorship from Scribn. ex Beal to Scribn., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-425206 >The Plant List v",http://www.theplantlist.org/tpl1.1/record/kew-425206,The Poaceae TEN,A,kew-425206,,FALSE,,,
Lupinus sericeus,Lupinus sericeus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,276,1,wfo-0000174760,urn:lsid:ipni.org:names:317394-2,20857,Lupinus sericeus,species,wfo-4000022442,Pursh,Fabaceae,,,NA,Lupinus,,sericeus,,species,Valid,Fl. Amer. Sept.2: 468 (1813),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to Fl. Amer. Sept. 2: 468 (1813), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-20857 >The Plant List v.1",https://www.legumedata.org/taxonomy/taxon/346984,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-20857,,FALSE,,,
Lupinus sericeus,Lupinus sericeus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,276,2,wfo-0000179685,urn:lsid:ipni.org:names:77190389-1,25870,Lupinus arboreus  var. arboreus,variety,wfo-0000213844,Sims,Fabaceae,,,NA,Lupinus,,arboreus,arboreus,variety,Valid,Unknown,Accepted,,,NA,Source in seed data: ildis More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-25870 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-25870 >The Plant List v.1.0</a>,https://www.legumedata.org/taxonomy/taxon/1013924,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-25870,,TRUE,Synonym,wfo-1000035119,Lupinus sericeus
Medicago sativa,Medicago sativa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,277,1,wfo-0000213468,urn:lsid:ipni.org:names:30234961-2,8536,Medicago sativa,species,wfo-4000023435,L.,Fabaceae,,,NA,Medicago,,sativa,,species,Valid,Sp. Pl.: 778 (1753),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 778 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8536 >The Plant List v.1.1.</a> Or",https://www.legumedata.org/taxonomy/taxon/369031,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-8536,,FALSE,,,
Ammocodon chenopodioides,Ammocodon chenopodioides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,278,1,wfo-0000516694,urn:lsid:ipni.org:names:20005449-1,750473,Acleisanthes chenopodioides,species,wfo-4000000308,(A.Gray) R.A.Levin,Nyctaginaceae,,,NA,Acleisanthes,,chenopodioides,,species,Valid,Novon 12(1): 60. 2002 [2 April 2002],Accepted,,,NA,"Source in seed data: cmp Updated namepublishedIn from Novon 12: 60 2002  to Novon 12(1): 60. 2002 [2 April 2002] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",http://www.theplantlist.org/tpl1.1/record/kew-2618093,The Caryophyllales Taxonomic Expert Network,A,kew-2618093,,TRUE,Synonym,wfo-0000531186,Ammocodon chenopodioides
Persicaria amphibia,Persicaria amphibia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,279,1,wfo-0000488056,urn:lsid:ipni.org:names:30193627-2,705945,Persicaria amphibia,species,wfo-4000028848,(L.) Delarbre,Polygonaceae,,,NA,Persicaria,,amphibia,,species,Valid,"Fl. Auvergne , ed. 2: 519 (1800)",Accepted,,wfo-0000485132,NA,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 519 1800  to Fl. Auvergne , ed. 2: 519 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2571959,The Caryophyllales Taxonomic Expert Network,A,kew-2571959,,FALSE,,,
Persicaria amphibia,Persicaria amphibia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,279,2,wfo-0000488056,urn:lsid:ipni.org:names:30193627-2,705945,Persicaria amphibia,species,wfo-4000028848,(L.) Delarbre,Polygonaceae,,,NA,Persicaria,,amphibia,,species,Valid,"Fl. Auvergne , ed. 2: 519 (1800)",Accepted,,wfo-0000485132,NA,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 519 1800  to Fl. Auvergne , ed. 2: 519 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2571959,The Caryophyllales Taxonomic Expert Network,A,kew-2571959,,TRUE,Synonym,wfo-0001101180,Persicaria amphibia
Sparganium eurycarpum,Sparganium eurycarpum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,280,1,wfo-0000553910,urn:lsid:ipni.org:names:836759-1,266069,Sparganium eurycarpum,species,wfo-4000035857,Engelm.,Typhaceae,,,NA,Sparganium,,eurycarpum,,species,Valid,"Manual , ed. 5: 481 (1867)",Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Manual ed. 5: 481 1867  to Manual , ed. 5: 481 (1867), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-266069 ",http://www.theplantlist.org/tpl1.1/record/kew-266069,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-266069,,FALSE,,,
Medicago ruthenica,Medicago ruthenica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,281,1,wfo-0000186026,,32403,Medicago ruthenica,species,wfo-4000023435,(L.) Ledeb.,Fabaceae,,,NA,Medicago,,ruthenica,,species,Valid,,Accepted,,,NA,"Source in seed data: ildis Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/ild-32403,  according to WCVP, information provided by Alan E. on email Dec 02 2020 Mor",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506403-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-32403,,FALSE,,,
Medicago ruthenica,Medicago ruthenica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,281,2,wfo-0001055361,urn:lsid:ipni.org:names:506403-1,13035687,Medicago ruthenica,species,wfo-4000023435,(L.) Trautv.,Fabaceae,,,NA,Medicago,,ruthenica,,species,Valid,Bull. Sci. Acad. Imp. Sci. Saint-Pétersbourg8: 271 (1841),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Bull. Sc. Acad. Petersb. viii. (1841) 271; Ledeb. Fl. Ross. i. 523.  to Bull. Sci. Acad. Imp. Sci. Saint-Pétersbourg 8: 271 (1841), information provided by Alan E. on email Jun. 07 2021 More details c",https://www.legumedata.org/taxonomy/taxon/369039,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-13035687,,FALSE,,,
Medicago ruthenica,Medicago ruthenica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,281,3,wfo-0000185401,urn:lsid:ipni.org:names:507055-1,31623,Melilotus wolgicus,species,wfo-4000023647,Poir.,Fabaceae,,,NA,Melilotus,,wolgicus,,species,Valid,"J.B.A.M.de Lamarck, Encycl., Suppl. 3: 648 (1814)",Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from Encycl. [J. Lamarck & al.] Suppl. 3. 648. 1814 [3 Sep 1814]  to Encycl. , Suppl. 3: 648 (1814), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www",https://www.legumedata.org/taxonomy/taxon/367425,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-31623,,TRUE,Synonym,wfo-1000038607,Medicago ruthenica
Enneapogon cenchroides,Enneapogon cenchroides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,282,1,wfo-0000867128,urn:lsid:ipni.org:names:400623-1,411983,Enneapogon cenchroides,species,wfo-4000013470,(Licht. ex Roem. & Schult.) C.E.Hubb.,Poaceae,,,NA,Enneapogon,,cenchroides,,species,Valid,Bull. Misc. Inform. Kew 1934(3): 119. [16 May 1934],Accepted,,,NA,"Source in seed data: wcs Updated namepublishedIn from Bull. Misc. Inform. Kew 1934: 119 1934  to Bull. Misc. Inform. Kew 1934(3): 119. [16 May 1934] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www",http://www.theplantlist.org/tpl1.1/record/kew-411983,The Poaceae TEN,A,kew-411983,,FALSE,,,
Ranunculus tuberosus,Ranunculus tuberosus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,283,1,wfo-0000461932,urn:lsid:ipni.org:names:714035-1,661155,Ranunculus tuberosus,species,wfo-4000032540,Lapeyr.,Ranunculaceae,,,NA,Ranunculus,,tuberosus,,species,Valid,Hist. Pl. Pyrénées 1: 320 (1813),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Hist. Pl. Pyrenées i. 320.  to Hist. Pl. Pyrénées 1: 320 (1813), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:714035-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2525104,,FALSE,,,
Nuttallanthus canadensis,Nuttallanthus canadensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,284,1,wfo-0000381303,urn:lsid:ipni.org:names:281417-2,521662,Nuttallanthus canadensis,species,wfo-4000026385,(L.) D.A.Sutton,Plantaginaceae,,,NA,Nuttallanthus,,canadensis,,species,Valid,Rev. Antirrh. : 457 (1988),Accepted,,wfo-0000539157,NA,"Source in seed data: cmp Update namepublishedIn from Rev. Antirrh. 457 1988  to Rev. Antirrh. : 457 (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2382964",http://www.theplantlist.org/tpl1.1/record/kew-2382964,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2382964,,FALSE,,,
Corchorus sulcatus,Corchorus sulcatus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,285,1,wfo-0000620186,urn:lsid:ipni.org:names:833670-1,866781,Corchorus sulcatus,species,wfo-4000009257,I.Verd.,Malvaceae,,,NA,Corchorus,,sulcatus,,species,Valid,Bothalia 10: 81 (1969),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Bothalia 10: 81 1969  to Bothalia 10: 81 (1969), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2736483 >The ",http://www.theplantlist.org/tpl1.1/record/kew-2736483,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2736483,,FALSE,,,
Neptunia monosperma,Neptunia monosperma,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,286,1,wfo-0000187402,urn:lsid:ipni.org:names:509605-1,33926,Neptunia monosperma,species,wfo-4000025950,F.Muell. ex Benth.,Fabaceae,,,NA,Neptunia,,monosperma,,species,Valid,Fl. Austral.2: 300 (1864),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to Fl. Austral. 2: 300 (1864), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-33926 >The Plant List v.1.1.",https://www.legumedata.org/taxonomy/taxon/383303,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-33926,,FALSE,,,
Argyrolobium zanonii,Argyrolobium zanonii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,287,1,wfo-0000213246,urn:lsid:ipni.org:names:475284-1,8319,Argyrolobium zanonii,species,wfo-4000003015,(Turra) P.W.Ball,Fabaceae,,,NA,Argyrolobium,,zanonii,,species,Valid,Feddes Repert.79: 41 (1968),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from Feddes Repert. 79: 41. 1968  to Feddes Repert. 79: 41 (1968), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/il",https://www.legumedata.org/taxonomy/taxon/650910,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-8319,,FALSE,,,
Antirrhinum majus,Antirrhinum majus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,288,1,wfo-0000539365,urn:lsid:ipni.org:names:799180-1,774821,Antirrhinum majus,species,wfo-4000002509,L.,Plantaginaceae,,,NA,Antirrhinum,,majus,,species,Valid,Sp. Pl. : 617 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 617 1753  to Sp. Pl. : 617 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2642724 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2642724,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2642724,,FALSE,,,
Cordia sonorae,Cordia sonorae,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,289,1,wfo-0000620982,urn:lsid:ipni.org:names:275058-2,867535,Cordia sonorae,species,wfo-4000009266,Rose,Boraginaceae,,,NA,Cordia,,sonorae,,species,Valid,Contr. U.S. Natl. Herb. 1: 106 (1891),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Contr. U. S. Natl. Herb. 1: 106 1891  to Contr. U.S. Natl. Herb. 1: 106 (1891), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/",http://www.theplantlist.org/tpl1.1/record/kew-2737237,The Boraginaceae TEN,A,kew-2737237,,FALSE,,,
Arachis hypogaea,Arachis hypogaea,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,290,1,wfo-0000174378,urn:lsid:ipni.org:names:318562-2,2050,Arachis hypogaea,species,wfo-4000002816,L.,Fabaceae,,,NA,Arachis,,hypogaea,,species,Valid,Sp. Pl.: 741 (1753),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 741 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-2050 >The Plant List v.1.1.</a> Or",https://www.legumedata.org/taxonomy/taxon/646420,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-2050,,FALSE,,,
Descurainia tanacetifolia,Descurainia tanacetifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,291,1,wfo-0000725782,urn:lsid:ipni.org:names:1010025-2,981693,Hugueninia tanacetifolia,species,wfo-4000018388,(L.) Rchb.,Brassicaceae,,,NA,Hugueninia,,tanacetifolia,,species,Valid,Fl. Germ. Excurs. : 691 (1832),Accepted,,wfo-0000431870,NA,"Source in seed data: cmp Update namepublishedIn from Fl. Germ. Excurs. 691 1832  to Fl. Germ. Excurs. : 691 (1832), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010025-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2854849,,TRUE,Synonym,wfo-0000642006,Descurainia tanacetifolia
Descurainia incisa,Descurainia incisa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,292,1,wfo-0000641899,urn:lsid:ipni.org:names:78176-2,891366,Descurainia incisa,species,wfo-4000011184,(Engelm.) Britton,Brassicaceae,,,NA,Descurainia,,incisa,,species,Valid,Mem. Torrey Bot. Club 5: 173 (1894),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Mem. Torrey Bot. Club 5: 173 1894  to Mem. Torrey Bot. Club 5: 173 (1894), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:78176-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2761758,,FALSE,,,
Castanospermum australe,Castanospermum australe,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,293,1,wfo-0000212067,,7146,Castanospermum australe,species,wfo-4000006933,A.Cunn. & C.Fraser,Fabaceae,,,NA,Castanospermum,,australe,,species,Valid,,Accepted,,,NA,"Source in seed data: ildis Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/ild-7146,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:960752-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-7146,,FALSE,,,
Castanospermum australe,Castanospermum australe,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,293,2,wfo-0001034136,urn:lsid:ipni.org:names:960752-1,100307293,Castanospermum australe,species,wfo-4000006933,A.Cunn. ex Mudie,Fabaceae,,,NA,Castanospermum,,australe,,species,Valid,Pict. Australia: 149 (1829),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Pict. Australia 149 1829  to Pict. Australia : 149 (1829), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-100",https://www.legumedata.org/taxonomy/taxon/704740,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-100307293,,FALSE,,,
Heliotropium europaeum,Heliotropium europaeum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,294,1,wfo-0000718566,urn:lsid:ipni.org:names:116833-1,971250,Heliotropium europaeum,species,wfo-4000017267,L.,Boraginaceae,,,NA,Heliotropium,,europaeum,,species,Valid,Sp. Pl. : 130 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 130 1753  to Sp. Pl. : 130 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2844004 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2844004,The Boraginaceae TEN,A,kew-2844004,,FALSE,,,
Heliotropium europaeum,Heliotropium europaeum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,294,2,wfo-0001349851,urn:lsid:ipni.org:names:116832-1,116832-1,Heliotropium europaeum,species,,Forssk.,Boraginaceae,,,NA,Heliotropium,,europaeum,,species,,Fl. Aegypt.-Arab. 38. 1775 [1 Oct 1775],Unchecked,,,NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021",,The Boraginaceae TEN,A,,,FALSE,,,
Heliotropium europaeum,Heliotropium europaeum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,294,3,wfo-0001349852,urn:lsid:ipni.org:names:116834-1,116834-1,Heliotropium europaeum,species,,Pall.,Boraginaceae,,,NA,Heliotropium,,europaeum,,species,,"Tabl. Phys. Topogr. Taur. 47, nomen. 1795",Unchecked,,,NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021",,The Boraginaceae TEN,A,,,FALSE,,,
Heliotropium europaeum,Heliotropium europaeum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,294,4,wfo-0001349853,urn:lsid:ipni.org:names:116835-1,116835-1,Heliotropium europaeum,species,,Aitch.,Boraginaceae,,,NA,Heliotropium,,europaeum,,species,,"J. Linn. Soc., Bot. 19: 178. 1882",Unchecked,,,NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021",,The Boraginaceae TEN,A,,,FALSE,,,
Caesalpinia hintonii,Caesalpinia hintonii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,295,1,wfo-0001346758,urn:lsid:ipni.org:names:77158103-1,77158103-1,Erythrostemon hintonii,species,wfo-4000014012,(Sandwith) Gagnon & G.P.Lewis,Fabaceae,,,NA,Erythrostemon,,hintonii,,species,Valid,PhytoKeys71: 123 (2016),Accepted,,,NA,"Source in seed data: ipni Update namepublishedIn from PhytoKeys 71: 123. 2016 [12 Oct 2016] [epublished] to PhytoKeys 71: 123 (2016), information provided by Alan E. on email Jun. 07 2021",https://www.legumedata.org/taxonomy/taxon/1009306,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,,TRUE,Synonym,wfo-0000164599,Caesalpinia hintonii
Euphorbia mesembryanthemifolia,Euphorbia mesembryanthemifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,296,1,wfo-0000963326,urn:lsid:ipni.org:names:347331-1,80857,Euphorbia mesembryanthemifolia,species,wfo-4000014224,Jacq.,Euphorbiaceae,,,NA,Euphorbia,,mesembryanthemifolia,,species,Valid,Enum. Syst. Pl. : 22 (1760),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Enum. Syst. Pl. 22 1760  to Enum. Syst. Pl. : 22 (1760), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-80857",http://www.theplantlist.org/tpl1.1/record/kew-80857,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-80857,,FALSE,,,
Tidestromia suffruticosa,Tidestromia suffruticosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,297,1,wfo-0001046054,urn:lsid:ipni.org:names:253350-2,1100472,Tidestromia suffruticosa,species,wfo-4000038398,(Torr.) Standl.,Amaranthaceae,,,NA,Tidestromia,,suffruticosa,,species,Valid,J. Washington Acad. Sci. 6: 70 (1916),Accepted,,wfo-0000528853,NA,"Source in seed data: tro Update namepublishedIn from J. Wash. Acad. Sci. 6(3): 70 1916  to J. Washington Acad. Sci. 6: 70 (1916), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl",http://www.theplantlist.org/tpl1.1/record/tro-1100472,The Caryophyllales Taxonomic Expert Network,A,tro-1100472,,FALSE,,,
