Species,Species.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,First.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Pseudoclappia arenaria,Pseudoclappia arenaria,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,579,1,wfo-0000045093,urn:lsid:ipni.org:names:291729-2,GCC-BFCE354E-2C37-4497-8D71-FC4A8FA88130,Pseudoclappia arenaria,species,wfo-4000031460,Rydb.,Asteraceae,,,NA,Pseudoclappia,,arenaria,,species,Valid,J. Washington Acad. Sci. 13(13): 289 (1923),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from 289 1923  to J. Washington Acad. Sci. 13(13): 289 (1923), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-1436",http://www.theplantlist.org/tpl1.1/record/gcc-143612,The Asteraceaae TEN,A,gcc-143612,,FALSE,,,
Filago nevadensis,Filago nevadensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,580,1,wfo-0000019789,urn:lsid:ipni.org:names:50426478-2,GCC-28CFCEE6-697A-4B67-9B6C-C482BADE8342,Filago nevadensis,species,wfo-4000014745,(Boiss.) Wagenitz & Greuter,Asteraceae,,,NA,Filago,,nevadensis,,species,Valid,Willdenowia 33(2): 242 (22 Dec. 2003) (2003),Accepted,,wfo-0000136767,NA,"Source in seed data: gcc Update namepublishedIn from Willdenowia 33(2): 242 (22 Dec. 2003).  to Willdenowia 33(2): 242 (22 Dec. 2003) (2003), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplant",http://www.theplantlist.org/tpl1.1/record/gcc-119133,The Asteraceaae TEN,A,gcc-119133,,FALSE,,,
Podolepis canescens,Podolepis canescens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,581,1,wfo-0000059911,urn:lsid:ipni.org:names:238951-1,GCC-B7C803D3-0AE2-453A-808B-1F605AC500DF,Podolepis canescens,species,wfo-4000030495,A.Cunn. ex DC.,Asteraceae,,,NA,Podolepis,,canescens,,species,Valid,Prodr. 6: 163 (1838),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from 163 1838  to Prodr. 6: 163 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-16976 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/gcc-16976,The Asteraceaae TEN,A,gcc-16976,,FALSE,,,
Poa serpaiana,Poa serpaiana,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,582,1,wfo-0001043318,urn:lsid:ipni.org:names:60458320-2,100376938,Poa serpana,species,wfo-4000030438,Refulio,Poaceae,,,NA,Poa,,serpana,,species,Valid,Syst. Bot. 37: 130 (2012),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Syst. Bot. 37(1): 130. 2012 [31 Jan 2012] (as serpaiana) to Syst. Bot. 37: 130 (2012), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli",http://www.theplantlist.org/tpl1.1/record/tro-100376938,The Poaceae TEN,A,tro-100376938,,FALSE,,,
Poa palustris,Poa palustris,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,583,1,wfo-0000893213,urn:lsid:ipni.org:names:204398-2,436739,Poa palustris,species,wfo-4000030438,L.,Poaceae,,,NA,Poa,,palustris,,species,Valid,"Syst. Nat. ed. 10 , 2: 874 (1759)",Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Syst. Nat. ed. 10 2: 874 1759  to Syst. Nat. ed. 10 , 2: 874 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",http://www.theplantlist.org/tpl1.1/record/kew-436739,The Poaceae TEN,A,kew-436739,,FALSE,,,
Poa palustris,Poa palustris,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,583,2,wfo-0000894135,urn:lsid:ipni.org:names:320346-2,437547,Poa trivialis,species,wfo-4000030438,L.,Poaceae,,,NA,Poa,,trivialis,,species,Valid,Sp. Pl. : 67 (1753),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 67 1753  to Sp. Pl. : 67 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-437547 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-437547,The Poaceae TEN,A,kew-437547,,TRUE,Synonym,wfo-0000893215,Poa palustris
Poa palustris,Poa palustris,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,583,3,wfo-0000893216,urn:lsid:ipni.org:names:417664-1,436741,Poa palustris,species,,Hegetschw.,Poaceae,,,NA,Poa,,palustris,,species,,Fl. Schweiz : 82 (1838),Unchecked,,,NA,"Source in seed data: wcs Update namepublishedIn from Fl. Schweiz 82 (183).  to Fl. Schweiz : 82 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-436741 >The",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:417664-1,The Poaceae TEN,A,kew-436741,,FALSE,,,
Potentilla anserina,Potentilla anserina,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,584,1,wfo-0001016615,urn:lsid:ipni.org:names:727641-1,724,Potentilla anserina,species,wfo-4000031030,L.,Rosaceae,,,NA,Potentilla,,anserina,,species,Valid,Sp. Pl. : 495 (1753),Accepted,,,NA,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 495 1753  to Sp. Pl. : 495 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:727641-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-724,,FALSE,,,
Salix babylonica,Salix babylonica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,585,1,wfo-0000930856,urn:lsid:ipni.org:names:777133-1,1036114,Salix babylonica,species,wfo-4000033844,L.,Salicaceae,,,NA,Salix,,babylonica,,species,Valid,Sp. Pl. : 1017 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1017 1753  to Sp. Pl. : 1017 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-5004552 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-5004552,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-5004552,,FALSE,,,
Bothriocline laxa,Bothriocline laxa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,586,1,wfo-0000062243,urn:lsid:ipni.org:names:185813-1,GCC-337BE6B4-BAAE-43B1-8315-2390787180EA,Bothriocline laxa,species,wfo-4000005075,N.E.Br.,Asteraceae,,,NA,Bothriocline,,laxa,,species,Valid,Bull. Misc. Inform. Kew 1894: 388 (1894),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from 388 1894  to Bull. Misc. Inform. Kew 1894: 388 (1894), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-19249 >",http://www.theplantlist.org/tpl1.1/record/gcc-19249,The Asteraceaae TEN,A,gcc-19249,,FALSE,,,
Polyachyrus poeppigii,Polyachyrus poeppigii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,587,1,wfo-0000028522,urn:lsid:ipni.org:names:239129-1,GCC-A3D50A59-0983-41D2-AC47-D7F26FAA2E37,Polyachyrus poeppigii,species,wfo-4000030670,Kunze ex Less.,Asteraceae,,,NA,Polyachyrus,,poeppigii,,species,Valid,Linnaea 5: 5 (1830),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Linnaea 5: 5. 1830  to Linnaea 5: 5 (1830), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-127565 >The Plant ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:239129-1,The Asteraceaae TEN,A,gcc-127565,,FALSE,,,
Astragalus paradoxus,Astragalus paradoxus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,588,1,wfo-0000189854,urn:lsid:ipni.org:names:479089-1,36326,Astragalus paradoxus,species,wfo-4000003460,Bunge,Fabaceae,,,NA,Astragalus,,paradoxus,,species,Valid,"Mém. Acad. Imp. Sci. Saint Pétersbourg, Sér. 7, 11(16): 64 (1868)",Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from Mém. Acad. Imp. Sci. St.-Pétersbourg, Sér. 7. 11(16): 64 (1868); 15(1): 108 (1869). ; Generis Astragali to Mém. Acad. Imp. Sci. Saint Pétersbourg, Sér. 7 , 11(16): 64 (1868), information provid",https://www.legumedata.org/taxonomy/taxon/661754,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-36326,,FALSE,,,
Acanthospermum australe,Acanthospermum australe,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,589,1,wfo-0000114552,urn:lsid:ipni.org:names:1692-2,GCC-AA8D7C9D-34FB-4D4A-920C-63C4FC9F5804,Acanthospermum australe,species,wfo-4000000154,(Loefl.) Kuntze,Asteraceae,,,NA,Acanthospermum,,australe,,species,Valid,Revis. Gen. Pl. 1: 303. 1891 [5 Nov 1891],Accepted,,wfo-0000076800,NA,"Source in seed data: gcc Updated namepublishedIn from Revis. Gen. Pl. 1: 303 (1891)  to Revis. Gen. Pl. 1: 303. 1891 [5 Nov 1891] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/t",http://www.theplantlist.org/tpl1.1/record/gcc-76043,The Asteraceaae TEN,A,gcc-76043,,FALSE,,,
Paspalum lepton,Paspalum lepton,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,590,1,wfo-0000887934,urn:lsid:ipni.org:names:414352-1,431827,Paspalum lepton,species,wfo-4000028287,Schult.,Poaceae,,,NA,Paspalum,,lepton,,species,Valid,Mant. 2: 173 (1824),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Mant. 2 (Schultes) 173. 1824 [Jan-Apr 1824]  to Mant. 2: 173 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:414352-1,The Poaceae TEN,A,kew-431827,,FALSE,,,
Paspalum paucifolium,Paspalum paucifolium,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,591,1,wfo-0000888169,urn:lsid:ipni.org:names:184540-2,432045,Paspalum paucifolium,species,wfo-4000028287,Swallen,Poaceae,,,NA,Paspalum,,paucifolium,,species,Valid,Phytologia 14: 372 (1967),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Phytologia 14: 372 1967  to Phytologia 14: 372 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-432045 ",http://www.theplantlist.org/tpl1.1/record/kew-432045,The Poaceae TEN,A,kew-432045,,FALSE,,,
Pistacia vera,Pistacia vera,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,592,1,wfo-0000393766,urn:lsid:ipni.org:names:70280-1,545468,Pistacia vera,species,wfo-4000029886,L.,Anacardiaceae,,,NA,Pistacia,,vera,,species,Valid,Sp. Pl. : 1025 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 1025. 1753 [1 May 1753]  to Sp. Pl. : 1025 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",http://www.theplantlist.org/tpl1.1/record/kew-2407011,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2407011,,FALSE,,,
Dinebra panicea,Dinebra panicea,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,593,1,wfo-0000877900,urn:lsid:ipni.org:names:407138-1,422316,Leptochloa panicea,species,wfo-4000021241,(Retz.) Ohwi,Poaceae,,,NA,Leptochloa,,panicea,,species,Valid,Bot. Mag. (Tokyo) 55: 311 (1941),Accepted,,wfo-0000893227,NA,"Source in seed data: wcs Update namepublishedIn from Bot. Mag. (Tokyo) 55: 311 1941  to Bot. Mag. (Tokyo) 55: 311 (1941), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",http://www.theplantlist.org/tpl1.1/record/kew-422316,The Poaceae TEN,A,kew-422316,,TRUE,Synonym,wfo-0001317835,Dinebra panicea
Acacia ataxiphylla,Acacia ataxiphylla,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,594,1,wfo-0000201862,urn:lsid:ipni.org:names:469774-1,48235,Acacia ataxiphylla,species,wfo-4000000074,Benth.,Fabaceae,,,NA,Acacia,,ataxiphylla,,species,Valid,Linnaea26: 605 (1855),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to Linnaea 26: 605 (1855), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-48235 >The Plant List v.1.1.</a>",https://www.legumedata.org/taxonomy/taxon/611346,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-48235,,FALSE,,,
Acacia elata,Acacia elata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,595,1,wfo-0000186098,urn:lsid:ipni.org:names:473360-1,325,Albizia procera,species,wfo-4000001104,(Roxb.) Benth.,Fabaceae,,,NA,Albizia,,procera,,species,Valid,London J. Bot.3: 89 (1844),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to London J. Bot. 3: 89 (1844), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-325 >The Plant List v.1.1.<",https://www.legumedata.org/taxonomy/taxon/627494,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-325,,TRUE,Synonym,wfo-0000193284,Acacia elata
Acacia elata,Acacia elata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,595,2,wfo-0000193822,urn:lsid:ipni.org:names:470237-1,404,Acacia elata,species,wfo-4000000074,A.Cunn. ex Benth.,Fabaceae,,,NA,Acacia,,elata,,species,Valid,London J. Bot.1: 383 (1842),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to London J. Bot. 1: 383 (1842), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-404 >The Plant List v.1.1.",https://www.legumedata.org/taxonomy/taxon/612073,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-404,,FALSE,,,
Acacia elata,Acacia elata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,595,3,wfo-0000193822,urn:lsid:ipni.org:names:470237-1,404,Acacia elata,species,wfo-4000000074,A.Cunn. ex Benth.,Fabaceae,,,NA,Acacia,,elata,,species,Valid,London J. Bot.1: 383 (1842),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to London J. Bot. 1: 383 (1842), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-404 >The Plant List v.1.1.",https://www.legumedata.org/taxonomy/taxon/612073,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-404,,TRUE,Synonym,wfo-0000200983,Acacia elata
Microstegium vimineum,Microstegium vimineum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,596,1,wfo-0000880011,urn:lsid:ipni.org:names:408546-1,424372,Microstegium vimineum,species,wfo-4000024227,(Trin.) A.Camus,Poaceae,,,NA,Microstegium,,vimineum,,species,Valid,Fl. Indo-Chine 7: 260 (1922),Accepted,,wfo-0000847751,NA,"Source in seed data: wcs Update namepublishedIn from Fl. Indo-Chine [P.H. Lecomte et al.] 7: 260. 1922  to Fl. Indo-Chine 7: 260 (1922), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.",http://www.theplantlist.org/tpl1.1/record/kew-424372,The Poaceae TEN,A,kew-424372,,FALSE,,,
